date,season,home_team,away_team,home_points,away_points,total_points,point_diff,winner,neutral_site,postseason
2008-10-04,2008,Virginia,Maryland,31,0,31,31,Virginia,False,False
2008-10-04,2008,UL-Monroe,UL-Lafayette,35,44,79,-9,UL-Lafayette,False,False
2008-10-04,2008,Southern Miss,UTEP,37,40,77,-3,UTEP,False,False
2008-10-04,2008,Tennessee,Northern Illinois,13,9,22,4,Tennessee,False,False
2008-10-04,2008,Oklahoma State,Texas A&M,56,28,84,28,Oklahoma State,False,False
2008-10-04,2008,Toledo,Ball State,0,31,31,-31,Ball State,False,False
2008-10-04,2008,Colorado,Texas,14,38,52,-24,Texas,False,False
2008-10-04,2008,Arizona,Washington,48,14,62,34,Arizona,False,False
2008-10-04,2008,USC,Oregon,44,10,54,34,USC,False,False
2008-10-04,2008,Wisconsin,Ohio State,17,20,37,-3,Ohio State,False,False
2008-10-04,2008,Tulsa,Rice,63,28,91,35,Tulsa,False,False
2008-10-04,2008,Nebraska,Missouri,17,52,69,-35,Missouri,False,False
2008-10-04,2008,New Mexico,Wyoming,24,0,24,24,New Mexico,False,False
2008-10-04,2008,Fresno State,Hawaii,29,32,61,-3,Hawaii,False,False
2008-10-04,2008,UCLA,Washington State,28,3,31,25,UCLA,False,False
2008-10-07,2008,Florida Atlantic,Troy,17,30,47,-13,Troy,False,False
2008-10-09,2008,Wake Forest,Clemson,12,7,19,5,Wake Forest,False,False
2008-10-09,2008,Houston,UAB,45,20,65,25,Houston,False,False
2008-10-10,2008,Memphis,Louisville,28,35,63,-7,Louisville,False,False
2008-10-11,2008,Oklahoma,Texas,35,45,80,-10,Texas,True,False
2008-10-11,2008,Cincinnati,Rutgers,13,10,23,3,Cincinnati,False,False
2008-10-11,2008,Illinois,Minnesota,20,27,47,-7,Minnesota,False,False
2008-10-11,2008,West Virginia,Syracuse,17,6,23,11,West Virginia,False,False
2008-10-11,2008,Virginia,East Carolina,35,20,55,15,Virginia,False,False
2008-10-11,2008,Michigan,Toledo,10,13,23,-3,Toledo,False,False
2008-10-11,2008,Indiana,Iowa,9,45,54,-36,Iowa,False,False
2008-10-11,2008,Kentucky,South Carolina,17,24,41,-7,South Carolina,False,False
2008-10-11,2008,Kansas,Colorado,30,14,44,16,Kansas,False,False
2008-10-11,2008,Army,Eastern Michigan,17,13,30,4,Army,False,False
2008-10-11,2008,Wyoming,Utah,7,40,47,-33,Utah,False,False
2008-10-11,2008,Texas A&M,Kansas State,30,44,74,-14,Kansas State,False,False
2008-10-11,2008,Mississippi State,Vanderbilt,17,14,31,3,Mississippi State,False,False
2008-10-11,2008,Kent State,Ohio,19,26,45,-7,Ohio,False,False
2008-10-11,2008,Texas Tech,Nebraska,37,31,68,6,Texas Tech,False,False
2008-10-11,2008,North Carolina,Notre Dame,29,24,53,5,North Carolina,False,False
2008-10-11,2008,Northwestern,Michigan State,20,37,57,-17,Michigan State,False,False
2008-10-11,2008,Buffalo,Western Michigan,28,34,62,-6,Western Michigan,False,False
2008-10-11,2008,Ohio State,Purdue,16,3,19,13,Ohio State,False,False
2008-10-11,2008,Georgia,Tennessee,26,14,40,12,Georgia,False,False
2008-10-11,2008,USC,Arizona State,28,0,28,28,USC,False,False
2008-10-11,2008,Georgia Tech,Gardner Webb,10,7,17,3,Georgia Tech,False,False
2008-10-11,2008,Colorado State,TCU,7,13,20,-6,TCU,False,False
2008-10-11,2008,Miami (FL),UCF,20,14,34,6,Miami (FL),False,False
2008-10-11,2008,Nevada,New Mexico State,45,48,93,-3,New Mexico State,False,False
2008-10-11,2008,Northern Illinois,Miami (OH),17,13,30,4,Northern Illinois,False,False
2008-10-11,2008,Central Michigan,Temple,24,14,38,10,Central Michigan,False,False
2008-10-11,2008,Stanford,Arizona,24,23,47,1,Stanford,False,False
2008-10-11,2008,Auburn,Arkansas,22,25,47,-3,Arkansas,False,False
2008-10-11,2008,BYU,New Mexico,21,3,24,18,BYU,False,False
2008-10-11,2008,Akron,Bowling Green,33,37,70,-4,Bowling Green,False,False
2008-10-11,2008,Oregon State,Washington State,66,13,79,53,Oregon State,False,False
2008-10-11,2008,Western Kentucky,Ball State,7,24,31,-17,Ball State,False,False
2008-10-11,2008,North Texas,UL-Lafayette,30,59,89,-29,UL-Lafayette,False,False
2008-10-11,2008,Arkansas State,UL-Monroe,37,29,66,8,Arkansas State,False,False
2008-10-11,2008,FIU,Middle Tennessee,31,21,52,10,FIU,False,False
2008-10-11,2008,Baylor,Iowa State,38,10,48,28,Baylor,False,False
2008-10-11,2008,San Jose State,Utah State,30,7,37,23,San Jose State,False,False
2008-10-11,2008,SMU,Tulsa,31,37,68,-6,Tulsa,False,False
2008-10-11,2008,Florida,LSU,51,21,72,30,Florida,False,False
2008-10-11,2008,Wisconsin,Penn State,7,48,55,-41,Penn State,False,False
2008-10-11,2008,Missouri,Oklahoma State,23,28,51,-5,Oklahoma State,False,False
2008-10-11,2008,Southern Miss,Boise State,7,24,31,-17,Boise State,False,False
2008-10-11,2008,UTEP,Tulane,24,21,45,3,UTEP,False,False
2008-10-11,2008,San Diego State,Air Force,10,35,45,-25,Air Force,False,False
2008-10-11,2008,Fresno State,Idaho,45,32,77,13,Fresno State,False,False
2008-10-11,2008,Oregon,UCLA,31,24,55,7,Oregon,False,False
2008-10-11,2008,Hawaii,Louisiana Tech,24,14,38,10,Hawaii,False,False
2008-10-16,2008,NC State,Florida State,17,26,43,-9,Florida State,False,False
2008-10-16,2008,TCU,BYU,32,7,39,25,TCU,False,False
2008-10-17,2008,Boise State,Hawaii,27,7,34,20,Boise State,False,False
2008-10-18,2008,Central Michigan,Western Michigan,38,28,66,10,Central Michigan,False,False
2008-10-18,2008,Clemson,Georgia Tech,17,21,38,-4,Georgia Tech,False,False
2008-10-18,2008,Bowling Green,Miami (OH),20,27,47,-7,Miami (OH),False,False
2008-10-18,2008,USF,Syracuse,45,13,58,32,USF,False,False
2008-10-18,2008,Maryland,Wake Forest,26,0,26,26,Maryland,False,False
2008-10-18,2008,Rutgers,Connecticut,12,10,22,2,Rutgers,False,False
2008-10-18,2008,Northwestern,Purdue,48,26,74,22,Northwestern,False,False
2008-10-18,2008,Iowa,Wisconsin,38,16,54,22,Iowa,False,False
2008-10-18,2008,East Carolina,Memphis,30,10,40,20,East Carolina,False,False
2008-10-18,2008,Texas A&M,Texas Tech,25,43,68,-18,Texas Tech,False,False
2008-10-18,2008,Iowa State,Nebraska,7,35,42,-28,Nebraska,False,False
2008-10-18,2008,Georgia,Vanderbilt,24,14,38,10,Georgia,False,False
2008-10-18,2008,Eastern Michigan,Akron,35,42,77,-7,Akron,False,False
2008-10-18,2008,Utah,Colorado State,49,16,65,33,Utah,False,False
2008-10-18,2008,Oklahoma State,Baylor,34,6,40,28,Oklahoma State,False,False
2008-10-18,2008,Rice,Southern Miss,45,40,85,5,Rice,False,False
2008-10-18,2008,Navy,Pittsburgh,21,42,63,-21,Pittsburgh,False,False
2008-10-18,2008,Buffalo,Army,27,24,51,3,Buffalo,False,False
2008-10-18,2008,Duke,Miami (FL),31,49,80,-18,Miami (FL),False,False
2008-10-18,2008,Louisville,Middle Tennessee,42,23,65,19,Louisville,False,False
2008-10-18,2008,Oklahoma,Kansas,45,31,76,14,Oklahoma,False,False
2008-10-18,2008,Alabama,Ole Miss,24,20,44,4,Alabama,False,False
2008-10-18,2008,Washington State,USC,0,69,69,-69,USC,False,False
2008-10-18,2008,Michigan State,Ohio State,7,45,52,-38,Ohio State,False,False
2008-10-18,2008,Virginia,North Carolina,16,13,29,3,Virginia,False,False
2008-10-18,2008,UAB,Marshall,23,21,44,2,UAB,False,False
2008-10-18,2008,Northern Illinois,Toledo,38,7,45,31,Northern Illinois,False,False
2008-10-18,2008,Nevada,Utah State,44,17,61,27,Nevada,False,False
2008-10-18,2008,UCLA,Stanford,23,20,43,3,UCLA,False,False
2008-10-18,2008,Penn State,Michigan,46,17,63,29,Penn State,False,False
2008-10-18,2008,New Mexico,San Diego State,70,7,77,63,New Mexico,False,False
2008-10-18,2008,Kentucky,Arkansas,21,20,41,1,Kentucky,False,False
2008-10-18,2008,Western Kentucky,Florida Atlantic,20,24,44,-4,Florida Atlantic,False,False
2008-10-18,2008,Washington,Oregon State,13,34,47,-21,Oregon State,False,False
2008-10-18,2008,UL-Lafayette,Arkansas State,28,23,51,5,UL-Lafayette,False,False
2008-10-18,2008,Louisiana Tech,Idaho,46,14,60,32,Louisiana Tech,False,False
2008-10-18,2008,UL-Monroe,North Texas,35,23,58,12,UL-Monroe,False,False
2008-10-18,2008,Tennessee,Mississippi State,34,3,37,31,Tennessee,False,False
2008-10-18,2008,Troy,FIU,33,23,56,10,Troy,False,False
2008-10-18,2008,Colorado,Kansas State,14,13,27,1,Colorado,False,False
2008-10-18,2008,Illinois,Indiana,55,13,68,42,Illinois,False,False
2008-10-18,2008,SMU,Houston,38,44,82,-6,Houston,False,False
2008-10-18,2008,Tulsa,UTEP,77,35,112,42,Tulsa,False,False
2008-10-18,2008,New Mexico State,San Jose State,14,31,45,-17,San Jose State,False,False
2008-10-18,2008,Boston College,Virginia Tech,28,23,51,5,Boston College,False,False
2008-10-18,2008,South Carolina,LSU,17,24,41,-7,LSU,False,False
2008-10-18,2008,Texas,Missouri,56,31,87,25,Texas,False,False
2008-10-18,2008,UNLV,Air Force,28,29,57,-1,Air Force,False,False
2008-10-18,2008,Arizona,California,42,27,69,15,Arizona,False,False
2008-10-21,2008,Temple,Ohio,14,10,24,4,Temple,False,False
2008-10-23,2008,West Virginia,Auburn,34,17,51,17,West Virginia,False,False
2008-10-23,2008,Air Force,New Mexico,23,10,33,13,Air Force,False,False
2008-10-24,2008,San Jose State,Boise State,16,33,49,-17,Boise State,False,False
2008-10-25,2008,North Carolina,Boston College,45,24,69,21,North Carolina,False,False
2008-10-25,2008,Connecticut,Cincinnati,40,16,56,24,Connecticut,False,False
2008-10-25,2008,Toledo,Central Michigan,23,24,47,-1,Central Michigan,False,False
2008-10-25,2008,Purdue,Minnesota,6,17,23,-11,Minnesota,False,False
2008-10-25,2008,Indiana,Northwestern,21,19,40,2,Indiana,False,False
2008-10-25,2008,Ball State,Eastern Michigan,38,16,54,22,Ball State,False,False
2008-10-25,2008,Kansas,Texas Tech,21,63,84,-42,Texas Tech,False,False
2008-10-25,2008,Wisconsin,Illinois,27,17,44,10,Wisconsin,False,False
2008-10-25,2008,Miami (FL),Wake Forest,16,10,26,6,Miami (FL),False,False
2008-10-25,2008,Nebraska,Baylor,32,20,52,12,Nebraska,False,False
2008-10-25,2008,Florida,Kentucky,63,5,68,58,Florida,False,False
2008-10-25,2008,Kansas State,Oklahoma,35,58,93,-23,Oklahoma,False,False
2008-10-25,2008,Army,Louisiana Tech,14,7,21,7,Army,False,False
2008-10-25,2008,BYU,UNLV,42,35,77,7,BYU,False,False
2008-10-25,2008,Utah State,Fresno State,28,30,58,-2,Fresno State,False,False
2008-10-25,2008,Tulane,Rice,17,42,59,-25,Rice,False,False
2008-10-25,2008,Vanderbilt,Duke,7,10,17,-3,Duke,False,False
2008-10-25,2008,Georgia Tech,Virginia,17,24,41,-7,Virginia,False,False
2008-10-25,2008,Navy,SMU,34,7,41,27,Navy,False,False
2008-10-25,2008,Miami (OH),Kent State,21,54,75,-33,Kent State,False,False
2008-10-25,2008,Michigan,Michigan State,21,35,56,-14,Michigan State,False,False
2008-10-25,2008,California,UCLA,41,20,61,21,California,False,False
2008-10-25,2008,Maryland,NC State,27,24,51,3,Maryland,False,False
2008-10-25,2008,Texas,Oklahoma State,28,24,52,4,Texas,False,False
2008-10-25,2008,LSU,Georgia,38,52,90,-14,Georgia,False,False
2008-10-25,2008,Louisville,USF,24,20,44,4,Louisville,False,False
2008-10-25,2008,Pittsburgh,Rutgers,34,54,88,-20,Rutgers,False,False
2008-10-25,2008,Florida State,Virginia Tech,30,20,50,10,Florida State,False,False
2008-10-25,2008,Northern Illinois,Bowling Green,16,13,29,3,Northern Illinois,False,False
2008-10-25,2008,Idaho,New Mexico State,20,14,34,6,Idaho,False,False
2008-10-25,2008,TCU,Wyoming,54,7,61,47,TCU,False,False
2008-10-25,2008,Missouri,Colorado,58,0,58,58,Missouri,False,False
2008-10-25,2008,UL-Monroe,Florida Atlantic,28,29,57,-1,Florida Atlantic,False,False
2008-10-25,2008,Mississippi State,Middle Tennessee,31,22,53,9,Mississippi State,False,False
2008-10-25,2008,North Texas,Troy,17,45,62,-28,Troy,False,False
2008-10-25,2008,Arkansas,Ole Miss,21,23,44,-2,Ole Miss,False,False
2008-10-25,2008,Iowa State,Texas A&M,35,49,84,-14,Texas A&M,False,False
2008-10-25,2008,Tennessee,Alabama,9,29,38,-20,Alabama,False,False
2008-10-25,2008,Ohio State,Penn State,6,13,19,-7,Penn State,False,False
2008-10-25,2008,Memphis,Southern Miss,36,30,66,6,Memphis,False,False
2008-10-25,2008,Washington,Notre Dame,7,33,40,-26,Notre Dame,False,False
2008-10-25,2008,San Diego State,Colorado State,34,38,72,-4,Colorado State,False,False
2008-10-25,2008,Arizona State,Oregon,20,54,74,-34,Oregon,False,False
2008-10-25,2008,Arizona,USC,10,17,27,-7,USC,False,False
2008-10-25,2008,Hawaii,Nevada,38,31,69,7,Hawaii,False,False
2008-10-26,2008,Tulsa,UCF,49,19,68,30,Tulsa,False,False
2008-10-28,2008,Ohio,Buffalo,19,32,51,-13,Buffalo,False,False
2008-10-28,2008,Marshall,Houston,37,23,60,14,Marshall,False,False
2008-10-30,2008,Cincinnati,USF,24,10,34,14,Cincinnati,False,False
2008-11-01,2008,Michigan State,Wisconsin,25,24,49,1,Michigan State,False,False
2008-11-01,2008,Purdue,Michigan,48,42,90,6,Purdue,False,False
2008-11-01,2008,Army,Air Force,7,16,23,-9,Air Force,False,False
2008-11-01,2008,Virginia,Miami (FL),17,24,41,-7,Miami (FL),False,False
2008-11-01,2008,Indiana,Central Michigan,34,37,71,-3,Central Michigan,False,False
2008-11-01,2008,Minnesota,Northwestern,17,24,41,-7,Northwestern,False,False
2008-11-01,2008,Connecticut,West Virginia,13,35,48,-22,West Virginia,False,False
2008-11-01,2008,Ole Miss,Auburn,17,7,24,10,Ole Miss,False,False
2008-11-01,2008,Kansas,Kansas State,52,21,73,31,Kansas,False,False
2008-11-01,2008,Arkansas,Tulsa,30,23,53,7,Arkansas,False,False
2008-11-01,2008,Wyoming,San Diego State,35,10,45,25,Wyoming,False,False
2008-11-01,2008,Western Michigan,Eastern Michigan,31,10,41,21,Western Michigan,False,False
2008-11-01,2008,Bowling Green,Kent State,45,30,75,15,Bowling Green,False,False
2008-11-01,2008,Texas A&M,Colorado,24,17,41,7,Texas A&M,False,False
2008-11-01,2008,Louisiana Tech,Fresno State,38,35,73,3,Louisiana Tech,False,False
2008-11-01,2008,Mississippi State,Kentucky,13,14,27,-1,Kentucky,False,False
2008-11-01,2008,Notre Dame,Pittsburgh,33,36,69,-3,Pittsburgh,False,False
2008-11-01,2008,Utah State,Hawaii,30,14,44,16,Utah State,False,False
2008-11-01,2008,Baylor,Missouri,28,31,59,-3,Missouri,False,False
2008-11-01,2008,Alabama,Arkansas State,35,0,35,35,Alabama,False,False
2008-11-01,2008,Navy,Temple,33,27,60,6,Navy,False,False
2008-11-01,2008,Illinois,Iowa,27,24,51,3,Illinois,False,False
2008-11-01,2008,Wake Forest,Duke,33,30,63,3,Wake Forest,False,False
2008-11-01,2008,Boston College,Clemson,21,27,48,-6,Clemson,False,False
2008-11-01,2008,Georgia Tech,Florida State,31,28,59,3,Georgia Tech,False,False
2008-11-01,2008,California,Oregon,26,16,42,10,California,False,False
2008-11-01,2008,Oklahoma State,Iowa State,59,17,76,42,Oklahoma State,False,False
2008-11-01,2008,Georgia,Florida,10,49,59,-39,Florida,True,False
2008-11-01,2008,Western Kentucky,North Texas,40,51,91,-11,North Texas,False,False
2008-11-01,2008,Stanford,Washington State,58,0,58,58,Stanford,False,False
2008-11-01,2008,Idaho,San Jose State,24,30,54,-6,San Jose State,False,False
2008-11-01,2008,UL-Lafayette,FIU,49,20,69,29,UL-Lafayette,False,False
2008-11-01,2008,Colorado State,BYU,42,45,87,-3,BYU,False,False
2008-11-01,2008,USC,Washington,56,0,56,56,USC,False,False
2008-11-01,2008,Syracuse,Louisville,28,21,49,7,Syracuse,False,False
2008-11-01,2008,UL-Monroe,Troy,31,30,61,1,UL-Monroe,False,False
2008-11-01,2008,South Carolina,Tennessee,27,6,33,21,South Carolina,False,False
2008-11-01,2008,New Mexico State,Boise State,0,49,49,-49,Boise State,False,False
2008-11-01,2008,Texas Tech,Texas,39,33,72,6,Texas Tech,False,False
2008-11-01,2008,UNLV,TCU,14,44,58,-30,TCU,False,False
2008-11-01,2008,LSU,Tulane,35,10,45,25,LSU,False,False
2008-11-01,2008,Oklahoma,Nebraska,62,28,90,34,Oklahoma,False,False
2008-11-01,2008,Southern Miss,UAB,70,14,84,56,Southern Miss,False,False
2008-11-01,2008,UTEP,Rice,44,49,93,-5,Rice,False,False
2008-11-01,2008,New Mexico,Utah,10,13,23,-3,Utah,False,False
2008-11-01,2008,Oregon State,Arizona State,27,25,52,2,Oregon State,False,False
2008-11-02,2008,UCF,East Carolina,10,13,23,-3,East Carolina,False,False
2008-11-04,2008,Buffalo,Miami (OH),37,17,54,20,Buffalo,False,False
2008-11-05,2008,Ball State,Northern Illinois,45,14,59,31,Ball State,False,False
2008-11-05,2008,Akron,Toledo,47,30,77,17,Akron,False,False
2008-11-06,2008,Virginia Tech,Maryland,23,13,36,10,Virginia Tech,False,False
2008-11-06,2008,Utah,TCU,13,10,23,3,Utah,False,False
2008-11-07,2008,Fresno State,Nevada,28,41,69,-13,Nevada,False,False
2008-11-08,2008,Western Michigan,Illinois,23,17,40,6,Western Michigan,False,False
2008-11-08,2008,Pittsburgh,Louisville,41,7,48,34,Pittsburgh,False,False
2008-11-08,2008,Minnesota,Michigan,6,29,35,-23,Michigan,False,False
2008-11-08,2008,Indiana,Wisconsin,20,55,75,-35,Wisconsin,False,False
2008-11-08,2008,North Carolina,Georgia Tech,28,7,35,21,North Carolina,False,False
2008-11-08,2008,Michigan State,Purdue,21,7,28,14,Michigan State,False,False
2008-11-08,2008,Rutgers,Syracuse,35,17,52,18,Rutgers,False,False
2008-11-08,2008,Northwestern,Ohio State,10,45,55,-35,Ohio State,False,False
2008-11-08,2008,Texas,Baylor,45,21,66,24,Texas,False,False
2008-11-08,2008,Kentucky,Georgia,38,42,80,-4,Georgia,False,False
2008-11-08,2008,Tennessee,Wyoming,7,13,20,-6,Wyoming,False,False
2008-11-08,2008,South Carolina,Arkansas,34,21,55,13,South Carolina,False,False
2008-11-08,2008,Colorado,Iowa State,28,24,52,4,Colorado,False,False
2008-11-08,2008,Ohio,Bowling Green,3,28,31,-25,Bowling Green,False,False
2008-11-08,2008,BYU,San Diego State,41,12,53,29,BYU,False,False
2008-11-08,2008,Boise State,Utah State,49,14,63,35,Boise State,False,False
2008-11-08,2008,Nebraska,Kansas,45,35,80,10,Nebraska,False,False
2008-11-08,2008,Auburn,Tennessee-Martin,37,20,57,17,Auburn,False,False
2008-11-08,2008,SMU,Memphis,26,31,57,-5,Memphis,False,False
2008-11-08,2008,Rice,Army,38,31,69,7,Rice,False,False
2008-11-08,2008,UCF,Southern Miss,6,17,23,-11,Southern Miss,False,False
2008-11-08,2008,Wake Forest,Virginia,28,17,45,11,Wake Forest,False,False
2008-11-08,2008,East Carolina,Marshall,19,16,35,3,East Carolina,False,False
2008-11-08,2008,Duke,NC State,17,27,44,-10,NC State,False,False
2008-11-08,2008,Iowa,Penn State,24,23,47,1,Iowa,False,False
2008-11-08,2008,Florida State,Clemson,41,27,68,14,Florida State,False,False
2008-11-08,2008,Oregon,Stanford,35,28,63,7,Oregon,False,False
2008-11-08,2008,Troy,Western Kentucky,17,7,24,10,Troy,False,False
2008-11-08,2008,Texas A&M,Oklahoma,28,66,94,-38,Oklahoma,False,False
2008-11-08,2008,LSU,Alabama,21,27,48,-6,Alabama,False,False
2008-11-08,2008,Middle Tennessee,UL-Monroe,24,21,45,3,Middle Tennessee,False,False
2008-11-08,2008,Florida Atlantic,North Texas,46,13,59,33,Florida Atlantic,False,False
2008-11-08,2008,New Mexico State,Hawaii,30,42,72,-12,Hawaii,False,False
2008-11-08,2008,Washington State,Arizona,28,59,87,-31,Arizona,False,False
2008-11-08,2008,Air Force,Colorado State,38,17,55,21,Air Force,False,False
2008-11-08,2008,UCLA,Oregon State,6,34,40,-28,Oregon State,False,False
2008-11-08,2008,Missouri,Kansas State,41,24,65,17,Missouri,False,False
2008-11-08,2008,West Virginia,Cincinnati,23,26,49,-3,Cincinnati,False,False
2008-11-08,2008,UL-Lafayette,UTEP,24,37,61,-13,UTEP,False,False
2008-11-08,2008,FIU,Arkansas State,22,21,43,1,FIU,False,False
2008-11-08,2008,Washington,Arizona State,19,39,58,-20,Arizona State,False,False
2008-11-08,2008,Houston,Tulane,42,14,56,28,Houston,False,False
2008-11-08,2008,Boston College,Notre Dame,17,0,17,17,Boston College,False,False
2008-11-08,2008,Texas Tech,Oklahoma State,56,20,76,36,Texas Tech,False,False
2008-11-08,2008,Vanderbilt,Florida,14,42,56,-28,Florida,False,False
2008-11-08,2008,USC,California,17,3,20,14,USC,False,False
2008-11-08,2008,San Jose State,Louisiana Tech,0,21,21,-21,Louisiana Tech,False,False
2008-11-08,2008,UNLV,New Mexico,27,20,47,7,UNLV,False,False
2008-11-11,2008,Miami (OH),Ball State,16,31,47,-15,Ball State,False,False
2008-11-12,2008,Kent State,Temple,41,38,79,3,Kent State,False,False
2008-11-12,2008,Northern Illinois,Central Michigan,30,33,63,-3,Central Michigan,False,False
2008-11-13,2008,Akron,Buffalo,40,43,83,-3,Buffalo,False,False
2008-11-13,2008,Miami (FL),Virginia Tech,16,14,30,2,Miami (FL),False,False
2008-11-13,2008,UNLV,Wyoming,22,14,36,8,UNLV,False,False
2008-11-14,2008,Louisville,Cincinnati,20,28,48,-8,Cincinnati,False,False
2008-11-15,2008,USF,Rutgers,16,49,65,-33,Rutgers,False,False
2008-11-15,2008,Navy,Notre Dame,21,27,48,-6,Notre Dame,False,False
2008-11-15,2008,Clemson,Duke,31,7,38,24,Clemson,False,False
2008-11-15,2008,Michigan,Northwestern,14,21,35,-7,Northwestern,False,False
2008-11-15,2008,Illinois,Ohio State,20,30,50,-10,Ohio State,False,False
2008-11-15,2008,Penn State,Indiana,34,7,41,27,Penn State,False,False
2008-11-15,2008,Iowa,Purdue,22,17,39,5,Iowa,False,False
2008-11-15,2008,Auburn,Georgia,13,17,30,-4,Georgia,False,False
