date,season,home_team,away_team,home_points,away_points,total_points,point_diff,winner,neutral_site,postseason
2014-10-04,2014,San Jose State,UNLV,33,10,43,23,San Jose State,False,False
2014-10-04,2014,Nevada,Boise State,46,51,97,-5,Boise State,False,False
2014-10-04,2014,Washington State,California,59,60,119,-1,California,False,False
2014-10-04,2014,UCLA,Utah,28,30,58,-2,Utah,False,False
2014-10-09,2014,UCF,BYU,31,24,55,7,UCF,False,False
2014-10-10,2014,Stanford,Washington State,34,17,51,17,Stanford,False,False
2014-10-10,2014,New Mexico,San Diego State,14,24,38,-10,San Diego State,False,False
2014-10-10,2014,UNLV,Fresno State,30,27,57,3,UNLV,False,False
2014-10-11,2014,Texas Tech,West Virginia,34,37,71,-3,West Virginia,False,False
2014-10-11,2014,Missouri,Georgia,0,34,34,-34,Georgia,False,False
2014-10-11,2014,Wisconsin,Illinois,38,28,66,10,Wisconsin,False,False
2014-10-11,2014,Oklahoma,Texas,31,26,57,5,Oklahoma,True,False
2014-10-11,2014,Iowa,Indiana,45,29,74,16,Iowa,False,False
2014-10-11,2014,Kentucky,UL-Monroe,48,14,62,34,Kentucky,False,False
2014-10-11,2014,Marshall,Middle Tennessee,49,24,73,25,Marshall,False,False
2014-10-11,2014,Army,Rice,21,41,62,-20,Rice,False,False
2014-10-11,2014,Temple,Tulsa,35,24,59,11,Temple,False,False
2014-10-11,2014,Syracuse,Florida State,20,38,58,-18,Florida State,False,False
2014-10-11,2014,Minnesota,Northwestern,24,17,41,7,Minnesota,False,False
2014-10-11,2014,Miami (FL),Cincinnati,55,34,89,21,Miami (FL),False,False
2014-10-11,2014,Georgia Tech,Duke,25,31,56,-6,Duke,False,False
2014-10-11,2014,Eastern Michigan,Buffalo,37,27,64,10,Eastern Michigan,False,False
2014-10-11,2014,Georgia State,Arkansas State,10,52,62,-42,Arkansas State,False,False
2014-10-11,2014,Kent State,Massachusetts,17,40,57,-23,Massachusetts,False,False
2014-10-11,2014,Akron,Miami (OH),29,19,48,10,Akron,False,False
2014-10-11,2014,Ohio,Bowling Green,13,31,44,-18,Bowling Green,False,False
2014-10-11,2014,Troy,New Mexico State,41,24,65,17,Troy,False,False
2014-10-11,2014,Ball State,Western Michigan,38,42,80,-4,Western Michigan,False,False
2014-10-11,2014,Clemson,Louisville,23,17,40,6,Clemson,False,False
2014-10-11,2014,Iowa State,Toledo,37,30,67,7,Iowa State,False,False
2014-10-11,2014,UAB,North Texas,56,21,77,35,UAB,False,False
2014-10-11,2014,Appalachian State,Liberty,48,55,103,-7,Liberty,False,False
2014-10-11,2014,Navy,Virginia Military,51,14,65,37,Navy,False,False
2014-10-11,2014,NC State,Boston College,14,30,44,-16,Boston College,False,False
2014-10-11,2014,Mississippi State,Auburn,38,23,61,15,Mississippi State,False,False
2014-10-11,2014,Baylor,TCU,61,58,119,3,Baylor,False,False
2014-10-11,2014,Notre Dame,North Carolina,50,43,93,7,Notre Dame,False,False
2014-10-11,2014,Purdue,Michigan State,31,45,76,-14,Michigan State,False,False
2014-10-11,2014,UCLA,Oregon,30,42,72,-12,Oregon,False,False
2014-10-11,2014,Kansas,Oklahoma State,20,27,47,-7,Oklahoma State,False,False
2014-10-11,2014,Tennessee,Chattanooga,45,10,55,35,Tennessee,False,False
2014-10-11,2014,Northern Illinois,Central Michigan,17,34,51,-17,Central Michigan,False,False
2014-10-11,2014,Georgia Southern,Idaho,47,24,71,23,Georgia Southern,False,False
2014-10-11,2014,California,Washington,7,31,38,-24,Washington,False,False
2014-10-11,2014,Arkansas,Alabama,13,14,27,-1,Alabama,False,False
2014-10-11,2014,Memphis,Houston,24,28,52,-4,Houston,False,False
2014-10-11,2014,Michigan,Penn State,18,13,31,5,Michigan,False,False
2014-10-11,2014,UTSA,FIU,16,13,29,3,UTSA,False,False
2014-10-11,2014,USF,East Carolina,17,28,45,-11,East Carolina,False,False
2014-10-11,2014,Florida,LSU,27,30,57,-3,LSU,False,False
2014-10-11,2014,Vanderbilt,Charleston Southern,21,20,41,1,Vanderbilt,False,False
2014-10-11,2014,Tulane,Connecticut,12,3,15,9,Tulane,False,False
2014-10-11,2014,UTEP,Old Dominion,42,35,77,7,UTEP,False,False
2014-10-11,2014,Texas A&M,Ole Miss,20,35,55,-15,Ole Miss,False,False
2014-10-11,2014,Utah State,Air Force,34,16,50,18,Utah State,False,False
2014-10-11,2014,Nevada,Colorado State,24,31,55,-7,Colorado State,False,False
2014-10-11,2014,Arizona,USC,26,28,54,-2,USC,False,False
2014-10-11,2014,Hawaii,Wyoming,38,28,66,10,Hawaii,False,False
2014-10-14,2014,Texas State,UL-Lafayette,10,34,44,-24,UL-Lafayette,False,False
2014-10-16,2014,Pittsburgh,Virginia Tech,21,16,37,5,Pittsburgh,False,False
2014-10-16,2014,Oregon State,Utah,23,29,52,-6,Utah,False,False
2014-10-17,2014,Boise State,Fresno State,37,27,64,10,Boise State,False,False
2014-10-17,2014,Houston,Temple,31,10,41,21,Houston,False,False
2014-10-18,2014,Wake Forest,Syracuse,7,30,37,-23,Syracuse,False,False
2014-10-18,2014,Maryland,Iowa,38,31,69,7,Maryland,False,False
2014-10-18,2014,Oklahoma,Kansas State,30,31,61,-1,Kansas State,False,False
2014-10-18,2014,Minnesota,Purdue,39,38,77,1,Minnesota,False,False
2014-10-18,2014,South Carolina,Furman,41,10,51,31,South Carolina,False,False
2014-10-18,2014,Louisiana Tech,UTSA,27,20,47,7,Louisiana Tech,False,False
2014-10-18,2014,Tulsa,USF,30,38,68,-8,USF,False,False
2014-10-18,2014,West Virginia,Baylor,41,27,68,14,West Virginia,False,False
2014-10-18,2014,Florida Atlantic,Western Kentucky,45,38,83,7,Florida Atlantic,False,False
2014-10-18,2014,UCF,Tulane,20,13,33,7,UCF,False,False
2014-10-18,2014,Duke,Virginia,20,13,33,7,Duke,False,False
2014-10-18,2014,Bowling Green,Western Michigan,14,26,40,-12,Western Michigan,False,False
2014-10-18,2014,Ohio,Akron,23,20,43,3,Ohio,False,False
2014-10-18,2014,Troy,Appalachian State,14,53,67,-39,Appalachian State,False,False
2014-10-18,2014,Massachusetts,Eastern Michigan,36,14,50,22,Massachusetts,False,False
2014-10-18,2014,Boston College,Clemson,13,17,30,-4,Clemson,False,False
2014-10-18,2014,California,UCLA,34,36,70,-2,UCLA,False,False
2014-10-18,2014,Central Michigan,Ball State,29,32,61,-3,Ball State,False,False
2014-10-18,2014,Kent State,Army,39,17,56,22,Kent State,False,False
2014-10-18,2014,Middle Tennessee,UAB,34,22,56,12,Middle Tennessee,False,False
2014-10-18,2014,Texas Tech,Kansas,34,21,55,13,Texas Tech,False,False
2014-10-18,2014,Louisville,NC State,30,18,48,12,Louisville,False,False
2014-10-18,2014,SMU,Cincinnati,3,41,44,-38,Cincinnati,False,False
2014-10-18,2014,Air Force,New Mexico,35,31,66,4,Air Force,False,False
2014-10-18,2014,Alabama,Texas A&M,59,0,59,59,Alabama,False,False
2014-10-18,2014,Indiana,Michigan State,17,56,73,-39,Michigan State,False,False
2014-10-18,2014,Ohio State,Rutgers,56,17,73,39,Ohio State,False,False
2014-10-18,2014,Arkansas,Georgia,32,45,77,-13,Georgia,False,False
2014-10-18,2014,TCU,Oklahoma State,42,9,51,33,TCU,False,False
2014-10-18,2014,Wyoming,San Jose State,20,27,47,-7,San Jose State,False,False
2014-10-18,2014,Northern Illinois,Miami (OH),51,41,92,10,Northern Illinois,False,False
2014-10-18,2014,Idaho,New Mexico State,29,17,46,12,Idaho,False,False
2014-10-18,2014,USC,Colorado,56,28,84,28,USC,False,False
2014-10-18,2014,FIU,Marshall,13,45,58,-32,Marshall,False,False
2014-10-18,2014,Florida,Missouri,13,42,55,-29,Missouri,False,False
2014-10-18,2014,Colorado State,Utah State,16,13,29,3,Colorado State,False,False
2014-10-18,2014,North Carolina,Georgia Tech,48,43,91,5,North Carolina,False,False
2014-10-18,2014,North Texas,Southern Miss,20,30,50,-10,Southern Miss,False,False
2014-10-18,2014,Ole Miss,Tennessee,34,3,37,31,Ole Miss,False,False
2014-10-18,2014,Northwestern,Nebraska,17,38,55,-21,Nebraska,False,False
2014-10-18,2014,LSU,Kentucky,41,3,44,38,LSU,False,False
2014-10-18,2014,South Alabama,Georgia State,30,27,57,3,South Alabama,False,False
2014-10-18,2014,Florida State,Notre Dame,31,27,58,4,Florida State,False,False
2014-10-18,2014,Texas,Iowa State,48,45,93,3,Texas,False,False
2014-10-18,2014,Oregon,Washington,45,20,65,25,Oregon,False,False
2014-10-18,2014,BYU,Nevada,35,42,77,-7,Nevada,False,False
2014-10-18,2014,Arizona State,Stanford,26,10,36,16,Arizona State,False,False
2014-10-18,2014,San Diego State,Hawaii,20,10,30,10,San Diego State,False,False
2014-10-21,2014,UL-Lafayette,Arkansas State,55,40,95,15,UL-Lafayette,False,False
2014-10-23,2014,East Carolina,Connecticut,31,21,52,10,East Carolina,False,False
2014-10-23,2014,Virginia Tech,Miami (FL),6,30,36,-24,Miami (FL),False,False
2014-10-24,2014,Cincinnati,USF,34,17,51,17,Cincinnati,False,False
2014-10-24,2014,South Alabama,Troy,27,13,40,14,South Alabama,False,False
2014-10-24,2014,Boise State,BYU,55,30,85,25,Boise State,False,False
2014-10-24,2014,California,Oregon,41,59,100,-18,Oregon,False,False
2014-10-25,2014,Rice,North Texas,41,21,62,20,Rice,False,False
2014-10-25,2014,Arkansas,UAB,45,17,62,28,Arkansas,False,False
2014-10-25,2014,Kansas State,Texas,23,0,23,23,Kansas State,False,False
2014-10-25,2014,Wisconsin,Maryland,52,7,59,45,Wisconsin,False,False
2014-10-25,2014,Illinois,Minnesota,28,24,52,4,Illinois,False,False
2014-10-25,2014,SMU,Memphis,10,48,58,-38,Memphis,False,False
2014-10-25,2014,Nebraska,Rutgers,42,24,66,18,Nebraska,False,False
2014-10-25,2014,Virginia,North Carolina,27,28,55,-1,North Carolina,False,False
2014-10-25,2014,Navy,San Jose State,41,31,72,10,Navy,False,False
2014-10-25,2014,Eastern Michigan,Northern Illinois,17,28,45,-11,Northern Illinois,False,False
2014-10-25,2014,Western Michigan,Ohio,42,21,63,21,Western Michigan,False,False
2014-10-25,2014,Ball State,Akron,35,21,56,14,Ball State,False,False
2014-10-25,2014,Colorado,UCLA,37,40,77,-3,UCLA,False,False
2014-10-25,2014,Georgia State,Georgia Southern,31,69,100,-38,Georgia Southern,False,False
2014-10-25,2014,Toledo,Massachusetts,42,35,77,7,Toledo,False,False
2014-10-25,2014,Miami (OH),Kent State,10,3,13,7,Miami (OH),False,False
2014-10-25,2014,Wake Forest,Boston College,17,23,40,-6,Boston College,False,False
2014-10-25,2014,Pittsburgh,Georgia Tech,28,56,84,-28,Georgia Tech,False,False
2014-10-25,2014,Southern Miss,Louisiana Tech,20,31,51,-11,Louisiana Tech,False,False
2014-10-25,2014,Buffalo,Central Michigan,14,20,34,-6,Central Michigan,False,False
2014-10-25,2014,Stanford,Oregon State,38,14,52,24,Stanford,False,False
2014-10-25,2014,Marshall,Florida Atlantic,35,16,51,19,Marshall,False,False
2014-10-25,2014,Oklahoma State,West Virginia,10,34,44,-24,West Virginia,False,False
2014-10-25,2014,TCU,Texas Tech,82,27,109,55,TCU,False,False
2014-10-25,2014,Michigan State,Michigan,35,11,46,24,Michigan State,False,False
2014-10-25,2014,Kentucky,Mississippi State,31,45,76,-14,Mississippi State,False,False
2014-10-25,2014,Western Kentucky,Old Dominion,66,51,117,15,Western Kentucky,False,False
2014-10-25,2014,Utah State,UNLV,34,20,54,14,Utah State,False,False
2014-10-25,2014,Missouri,Vanderbilt,24,14,38,10,Missouri,False,False
2014-10-25,2014,UCF,Temple,34,14,48,20,UCF,False,False
2014-10-25,2014,Washington State,Arizona,37,59,96,-22,Arizona,False,False
2014-10-25,2014,UTSA,UTEP,0,34,34,-34,UTEP,False,False
2014-10-25,2014,Colorado State,Wyoming,45,31,76,14,Colorado State,False,False
2014-10-25,2014,Clemson,Syracuse,16,6,22,10,Clemson,False,False
2014-10-25,2014,UL-Monroe,Texas State,18,22,40,-4,Texas State,False,False
2014-10-25,2014,LSU,Ole Miss,10,7,17,3,LSU,False,False
2014-10-25,2014,Auburn,South Carolina,42,35,77,7,Auburn,False,False
2014-10-25,2014,Tennessee,Alabama,20,34,54,-14,Alabama,False,False
2014-10-25,2014,Penn State,Ohio State,24,31,55,-7,Ohio State,False,False
2014-10-25,2014,Utah,USC,24,21,45,3,Utah,False,False
2014-10-25,2014,Washington,Arizona State,10,24,34,-14,Arizona State,False,False
2014-10-25,2014,Hawaii,Nevada,18,26,44,-8,Nevada,False,False
2014-10-30,2014,Louisville,Florida State,31,42,73,-11,Florida State,False,False
2014-10-30,2014,Georgia Southern,Troy,42,10,52,32,Georgia Southern,False,False
2014-10-31,2014,Tulane,Cincinnati,14,38,52,-24,Cincinnati,False,False
2014-10-31,2014,Memphis,Tulsa,40,20,60,20,Memphis,False,False
2014-11-01,2014,Army,Air Force,6,23,29,-17,Air Force,False,False
2014-11-01,2014,Temple,East Carolina,20,10,30,10,Temple,False,False
2014-11-01,2014,Texas A&M,UL-Monroe,21,16,37,5,Texas A&M,False,False
2014-11-01,2014,FIU,Rice,17,31,48,-14,Rice,False,False
2014-11-01,2014,Rutgers,Wisconsin,0,37,37,-37,Wisconsin,False,False
2014-11-01,2014,Penn State,Maryland,19,20,39,-1,Maryland,False,False
2014-11-01,2014,Iowa,Northwestern,48,7,55,41,Iowa,False,False
2014-11-01,2014,Pittsburgh,Duke,48,51,99,-3,Duke,False,False
2014-11-01,2014,Iowa State,Oklahoma,14,59,73,-45,Oklahoma,False,False
2014-11-01,2014,Connecticut,UCF,37,29,66,8,Connecticut,False,False
2014-11-01,2014,Virginia Tech,Boston College,31,33,64,-2,Boston College,False,False
2014-11-01,2014,Miami (FL),North Carolina,47,20,67,27,Miami (FL),False,False
2014-11-01,2014,Eastern Michigan,Central Michigan,7,38,45,-31,Central Michigan,False,False
2014-11-01,2014,Colorado,Washington,23,38,61,-15,Washington,False,False
2014-11-01,2014,Miami (OH),Western Michigan,10,41,51,-31,Western Michigan,False,False
2014-11-01,2014,Syracuse,NC State,17,24,41,-7,NC State,False,False
2014-11-01,2014,Louisiana Tech,Western Kentucky,59,10,69,49,Louisiana Tech,False,False
2014-11-01,2014,Appalachian State,Georgia State,44,0,44,44,Appalachian State,False,False
2014-11-01,2014,Middle Tennessee,BYU,7,27,34,-20,BYU,False,False
2014-11-01,2014,Michigan,Indiana,34,10,44,24,Michigan,False,False
2014-11-01,2014,Georgia Tech,Virginia,35,10,45,25,Georgia Tech,False,False
2014-11-01,2014,Nebraska,Purdue,35,14,49,21,Nebraska,False,False
2014-11-01,2014,West Virginia,TCU,30,31,61,-1,TCU,False,False
2014-11-01,2014,Georgia,Florida,20,38,58,-18,Florida,True,False
2014-11-01,2014,Baylor,Kansas,60,14,74,46,Baylor,False,False
2014-11-01,2014,New Mexico State,Texas State,29,37,66,-8,Texas State,False,False
2014-11-01,2014,USF,Houston,3,27,30,-24,Houston,False,False
2014-11-01,2014,Missouri,Kentucky,20,10,30,10,Missouri,False,False
2014-11-01,2014,Washington State,USC,17,44,61,-27,USC,False,False
2014-11-01,2014,UL-Lafayette,South Alabama,19,9,28,10,UL-Lafayette,False,False
2014-11-01,2014,Idaho,Arkansas State,28,44,72,-16,Arkansas State,False,False
2014-11-01,2014,UNLV,New Mexico,28,31,59,-3,New Mexico,False,False
2014-11-01,2014,San Jose State,Colorado State,31,38,69,-7,Colorado State,False,False
2014-11-01,2014,Vanderbilt,Old Dominion,42,28,70,14,Vanderbilt,False,False
2014-11-01,2014,Florida Atlantic,UAB,28,31,59,-3,UAB,False,False
2014-11-01,2014,Ole Miss,Auburn,31,35,66,-4,Auburn,False,False
2014-11-01,2014,Mississippi State,Arkansas,17,10,27,7,Mississippi State,False,False
2014-11-01,2014,Texas Tech,Texas,13,34,47,-21,Texas,False,False
2014-11-01,2014,South Carolina,Tennessee,42,45,87,-3,Tennessee,False,False
2014-11-01,2014,Oregon,Stanford,45,16,61,29,Oregon,False,False
2014-11-01,2014,Kansas State,Oklahoma State,48,14,62,34,Kansas State,False,False
2014-11-01,2014,Navy,Notre Dame,39,49,88,-10,Notre Dame,True,False
2014-11-01,2014,Ohio State,Illinois,55,14,69,41,Ohio State,False,False
2014-11-01,2014,UTEP,Southern Miss,35,14,49,21,UTEP,False,False
2014-11-01,2014,UCLA,Arizona,17,7,24,10,UCLA,False,False
2014-11-01,2014,Nevada,San Diego State,30,14,44,16,Nevada,False,False
2014-11-01,2014,Oregon State,California,31,45,76,-14,California,False,False
2014-11-01,2014,Fresno State,Wyoming,17,45,62,-28,Wyoming,False,False
2014-11-01,2014,Hawaii,Utah State,14,35,49,-21,Utah State,False,False
2014-11-01,2014,Arizona State,Utah,19,16,35,3,Arizona State,False,False
2014-11-04,2014,Akron,Bowling Green,10,27,37,-17,Bowling Green,False,False
2014-11-04,2014,Kent State,Toledo,20,30,50,-10,Toledo,False,False
2014-11-05,2014,Ohio,Buffalo,37,14,51,23,Ohio,False,False
2014-11-05,2014,Ball State,Northern Illinois,21,35,56,-14,Northern Illinois,False,False
2014-11-06,2014,Wake Forest,Clemson,20,34,54,-14,Clemson,False,False
2014-11-07,2014,Temple,Memphis,13,16,29,-3,Memphis,False,False
2014-11-07,2014,Wyoming,Utah State,3,20,23,-17,Utah State,False,False
2014-11-08,2014,Rice,UTSA,17,7,24,10,Rice,False,False
2014-11-08,2014,UAB,Louisiana Tech,24,40,64,-16,Louisiana Tech,False,False
2014-11-08,2014,Minnesota,Iowa,51,14,65,37,Minnesota,False,False
2014-11-08,2014,Kentucky,Georgia,31,63,94,-32,Georgia,False,False
2014-11-08,2014,Indiana,Penn State,7,13,20,-6,Penn State,False,False
2014-11-08,2014,Tulsa,SMU,38,28,66,10,Tulsa,False,False
2014-11-08,2014,Ole Miss,Presbyterian,48,0,48,48,Ole Miss,False,False
2014-11-08,2014,Oklahoma,Baylor,14,48,62,-34,Baylor,False,False
2014-11-08,2014,Purdue,Wisconsin,16,34,50,-18,Wisconsin,False,False
2014-11-08,2014,NC State,Georgia Tech,23,56,79,-33,Georgia Tech,False,False
2014-11-08,2014,Syracuse,Duke,10,27,37,-17,Duke,False,False
2014-11-08,2014,Troy,Georgia State,45,21,66,24,Troy,False,False
2014-11-08,2014,Arkansas State,South Alabama,45,10,55,35,Arkansas State,False,False
2014-11-08,2014,Army,Connecticut,35,21,56,14,Army,True,False
2014-11-08,2014,Houston,Tulane,24,31,55,-7,Tulane,False,False
2014-11-08,2014,Kansas,Iowa State,34,14,48,20,Kansas,False,False
2014-11-08,2014,Old Dominion,FIU,38,35,73,3,Old Dominion,False,False
2014-11-08,2014,Appalachian State,UL-Monroe,31,29,60,2,Appalachian State,False,False
2014-11-08,2014,Northwestern,Michigan,9,10,19,-1,Michigan,False,False
2014-11-08,2014,Arizona State,Notre Dame,55,31,86,24,Arizona State,False,False
2014-11-08,2014,Texas,West Virginia,33,16,49,17,Texas,False,False
2014-11-08,2014,Auburn,Texas A&M,38,41,79,-3,Texas A&M,False,False
2014-11-08,2014,UNLV,Air Force,21,48,69,-27,Air Force,False,False
2014-11-08,2014,Mississippi State,Tennessee-Martin,45,16,61,29,Mississippi State,False,False
2014-11-08,2014,Western Kentucky,UTEP,35,27,62,8,Western Kentucky,False,False
2014-11-08,2014,Oregon State,Washington State,32,39,71,-7,Washington State,False,False
2014-11-08,2014,Texas State,Georgia Southern,25,28,53,-3,Georgia Southern,False,False
2014-11-08,2014,Florida State,Virginia,34,20,54,14,Florida State,False,False
2014-11-08,2014,San Diego State,Idaho,35,21,56,14,San Diego State,False,False
2014-11-08,2014,Washington,UCLA,30,44,74,-14,UCLA,False,False
2014-11-08,2014,Colorado State,Hawaii,49,22,71,27,Colorado State,False,False
2014-11-08,2014,New Mexico,Boise State,49,60,109,-11,Boise State,False,False
2014-11-08,2014,North Texas,Florida Atlantic,31,10,41,21,North Texas,False,False
2014-11-08,2014,Southern Miss,Marshall,17,63,80,-46,Marshall,False,False
2014-11-08,2014,Boston College,Louisville,19,38,57,-19,Louisville,False,False
2014-11-08,2014,TCU,Kansas State,41,20,61,21,TCU,False,False
2014-11-08,2014,Vanderbilt,Florida,10,34,44,-24,Florida,False,False
2014-11-08,2014,New Mexico State,UL-Lafayette,16,44,60,-28,UL-Lafayette,False,False
2014-11-08,2014,Arizona,Colorado,38,20,58,18,Arizona,False,False
2014-11-08,2014,LSU,Alabama,13,20,33,-7,Alabama,False,False
2014-11-08,2014,Michigan State,Ohio State,37,49,86,-12,Ohio State,False,False
2014-11-08,2014,Utah,Oregon,27,51,78,-24,Oregon,False,False
2014-11-08,2014,Fresno State,San Jose State,38,24,62,14,Fresno State,False,False
2014-11-11,2014,Buffalo,Akron,55,24,79,31,Buffalo,False,False
2014-11-11,2014,Northern Illinois,Toledo,27,24,51,3,Northern Illinois,False,False
2014-11-12,2014,Massachusetts,Ball State,24,10,34,14,Massachusetts,False,False
2014-11-12,2014,Bowling Green,Kent State,30,20,50,10,Bowling Green,False,False
2014-11-13,2014,Cincinnati,East Carolina,54,46,100,8,Cincinnati,False,False
2014-11-13,2014,UTSA,Southern Miss,12,10,22,2,UTSA,False,False
2014-11-13,2014,USC,California,38,30,68,8,USC,False,False
2014-11-14,2014,UCF,Tulsa,31,7,38,24,UCF,False,False
2014-11-15,2014,Western Kentucky,Army,52,24,76,28,Western Kentucky,False,False
2014-11-15,2014,Illinois,Iowa,14,30,44,-16,Iowa,False,False
2014-11-15,2014,Penn State,Temple,30,13,43,17,Penn State,False,False
2014-11-15,2014,Duke,Virginia Tech,16,17,33,-1,Virginia Tech,False,False
2014-11-15,2014,Florida,South Carolina,20,23,43,-3,South Carolina,False,False
2014-11-15,2014,Georgia Tech,Clemson,28,6,34,22,Georgia Tech,False,False
2014-11-15,2014,Minnesota,Ohio State,24,31,55,-7,Ohio State,False,False
2014-11-15,2014,North Carolina,Pittsburgh,40,35,75,5,North Carolina,False,False
2014-11-15,2014,Central Michigan,Miami (OH),34,27,61,7,Central Michigan,False,False
2014-11-15,2014,Western Michigan,Eastern Michigan,51,7,58,44,Western Michigan,False,False
2014-11-15,2014,Air Force,Nevada,45,38,83,7,Air Force,False,False
2014-11-15,2014,Marshall,Rice,41,14,55,27,Marshall,False,False
2014-11-15,2014,Kansas,TCU,30,34,64,-4,TCU,False,False
2014-11-15,2014,Arkansas State,Appalachian State,32,37,69,-5,Appalachian State,False,False
2014-11-15,2014,NC State,Wake Forest,42,13,55,29,NC State,False,False
2014-11-15,2014,Navy,Georgia Southern,52,19,71,33,Navy,False,False
2014-11-15,2014,FIU,Middle Tennessee,38,28,66,10,FIU,False,False
2014-11-15,2014,Rutgers,Indiana,45,23,68,22,Rutgers,False,False
2014-11-15,2014,Texas Tech,Oklahoma,30,42,72,-12,Oklahoma,False,False
2014-11-15,2014,Tulane,Memphis,7,38,45,-31,Memphis,False,False
2014-11-15,2014,Notre Dame,Northwestern,40,43,83,-3,Northwestern,False,False
2014-11-15,2014,Alabama,Mississippi State,25,20,45,5,Alabama,False,False
2014-11-15,2014,Arizona,Washington,27,26,53,1,Arizona,False,False
2014-11-15,2014,Wisconsin,Nebraska,59,24,83,35,Wisconsin,False,False
2014-11-15,2014,Tennessee,Kentucky,50,16,66,34,Tennessee,False,False
2014-11-15,2014,Utah State,New Mexico,28,21,49,7,Utah State,False,False
2014-11-15,2014,San Jose State,Hawaii,0,13,13,-13,Hawaii,False,False
2014-11-15,2014,Idaho,Troy,17,34,51,-17,Troy,False,False
2014-11-15,2014,Stanford,Utah,17,20,37,-3,Utah,False,False
2014-11-15,2014,BYU,UNLV,42,23,65,19,BYU,False,False
2014-11-15,2014,UL-Monroe,UL-Lafayette,27,34,61,-7,UL-Lafayette,False,False
2014-11-15,2014,Georgia,Auburn,34,7,41,27,Georgia,False,False
2014-11-15,2014,Texas A&M,Missouri,27,34,61,-7,Missouri,False,False
2014-11-15,2014,Oklahoma State,Texas,7,28,35,-21,Texas,False,False
2014-11-15,2014,South Alabama,Texas State,24,20,44,4,South Alabama,False,False
2014-11-15,2014,Miami (FL),Florida State,26,30,56,-4,Florida State,False,False
2014-11-15,2014,Maryland,Michigan State,15,37,52,-22,Michigan State,False,False
2014-11-15,2014,SMU,USF,13,14,27,-1,USF,False,False
2014-11-15,2014,Arkansas,LSU,17,0,17,17,Arkansas,False,False
2014-11-15,2014,UTEP,North Texas,35,17,52,18,UTEP,False,False
2014-11-15,2014,Boise State,San Diego State,38,29,67,9,Boise State,False,False
2014-11-15,2014,Oregon State,Arizona State,35,27,62,8,Oregon State,False,False
2014-11-18,2014,Akron,Massachusetts,30,6,36,24,Akron,False,False
2014-11-18,2014,Ohio,Northern Illinois,14,21,35,-7,Northern Illinois,False,False
2014-11-19,2014,Toledo,Bowling Green,27,20,47,7,Toledo,False,False
2014-11-20,2014,West Virginia,Kansas State,20,26,46,-6,Kansas State,False,False
2014-11-20,2014,Duke,North Carolina,20,45,65,-25,North Carolina,False,False
2014-11-20,2014,Texas State,Arkansas State,45,27,72,18,Texas State,False,False
2014-11-21,2014,Rice,UTEP,31,13,44,18,Rice,False,False
2014-11-21,2014,Utah State,San Jose State,41,7,48,34,Utah State,False,False
2014-11-21,2014,San Diego State,Air Force,30,14,44,16,San Diego State,False,False
2014-11-22,2014,Army,Fordham,42,31,73,11,Army,False,False
2014-11-22,2014,South Carolina,South Alabama,37,12,49,25,South Carolina,False,False
2014-11-22,2014,Florida,Eastern Kentucky,52,3,55,49,Florida,False,False
2014-11-22,2014,Western Kentucky,UTSA,45,7,52,38,Western Kentucky,False,False
2014-11-22,2014,UCF,SMU,53,7,60,46,UCF,False,False
2014-11-22,2014,Purdue,Northwestern,14,38,52,-24,Northwestern,False,False
2014-11-22,2014,Illinois,Penn State,16,14,30,2,Illinois,False,False
2014-11-22,2014,Houston,Tulsa,38,28,66,10,Houston,False,False
2014-11-22,2014,Nebraska,Minnesota,24,28,52,-4,Minnesota,False,False
2014-11-22,2014,UAB,Marshall,18,23,41,-5,Marshall,False,False
2014-11-22,2014,Ohio State,Indiana,42,27,69,15,Ohio State,False,False
2014-11-22,2014,Michigan State,Rutgers,45,3,48,42,Michigan State,False,False
2014-11-22,2014,Georgia,Charleston Southern,55,9,64,46,Georgia,False,False
2014-11-22,2014,Wake Forest,Virginia Tech,6,3,9,3,Wake Forest,False,False
2014-11-22,2014,Old Dominion,Louisiana Tech,30,27,57,3,Old Dominion,False,False
2014-11-22,2014,Arizona State,Washington State,52,31,83,21,Arizona State,False,False
2014-11-22,2014,Central Michigan,Western Michigan,20,32,52,-12,Western Michigan,False,False
2014-11-22,2014,Colorado State,New Mexico,58,20,78,38,Colorado State,False,False
2014-11-22,2014,Oklahoma,Kansas,44,7,51,37,Oklahoma,False,False
2014-11-22,2014,Ball State,Eastern Michigan,45,30,75,15,Ball State,False,False
2014-11-22,2014,UL-Lafayette,Appalachian State,16,35,51,-19,Appalachian State,False,False
2014-11-22,2014,BYU,Savannah State,64,0,64,64,BYU,False,False
2014-11-22,2014,East Carolina,Tulane,34,6,40,28,East Carolina,False,False
2014-11-22,2014,Iowa State,Texas Tech,31,34,65,-3,Texas Tech,False,False
2014-11-22,2014,Michigan,Maryland,16,23,39,-7,Maryland,False,False
2014-11-22,2014,North Texas,FIU,17,14,31,3,North Texas,False,False
2014-11-22,2014,Pittsburgh,Syracuse,30,7,37,23,Pittsburgh,False,False
2014-11-22,2014,Clemson,Georgia State,28,0,28,28,Clemson,False,False
2014-11-22,2014,Florida State,Boston College,20,17,37,3,Florida State,False,False
2014-11-22,2014,Arkansas,Ole Miss,30,0,30,30,Arkansas,False,False
